0.464399092	65.8006307537	0.336689342
0.806870748	64.1592150836	0.267029478
1.271269841	67.1304363173	0.313469387
1.590566893	65.2800793097	0.481814058
2.078163265	66.5743431262	0.934603174
3.018571428	65.2152301304	0.77786848
4.562721088	66.1297583538	1.497687074
6.066213151	63.0453469437	0.243809523
6.489954648	59.6085285085	0.121904761
6.617687074	57.7376950822	0.150929705
6.774421768	60.3314680547	0.220589569
7.064671201	62.9145437785	0.226394557
7.337505668	65.054482736	0.470204081
7.813492063	66.6931597869	0.51664399
8.510113378	64.1651986624	0.38893424
8.928072562	63.6953099471	0.73723356
